conv_id	turn_index	modification_kind	base_id	id	category	prompt	syntax_valid	semantic_valid	error_category	error_detail	n_processes	expected_processes	matches_gt_steps	extra_steps	missing_steps	hallucinated_steps	included_steps	called_steps	ground_truth_steps	code_chars	code_lines	n_workflow_calls	turns	elapsed_s	llm_reply_excerpt	nextflow_code	ground_truth_code
MOD_K20_add_mlst_to_abricate_eco_spades	1	add	(generated)	MOD_K20_add_mlst_to_abricate_eco_spades_t1	modification	abricate on Escherichia coli from paired Illumina FASTQ (fastp + spades).	Y	Y	none		7	7	Y				step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4AN_AMR__abricate	step_2AS_denovo__spades, step_4AN_AMR__abricate, step_1PP_trimming__fastp	step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4AN_AMR__abricate	809	40	3	2	15.1	Your pipeline has been approved and will proceed with the following steps:\n\n1. **Input**: Paired Illumina FASTQ files.\n2. **Step 1**: Trim the reads using `fastp`.\n3. **Step 2**: Assemble the trimmed reads using `SPAdes`.\n4. **Step 3**: Run `Abricate` on the assembled contigs to detect AMR genes in 	nextflow.enable.dsl=2\n\n// --- IMPORTS ---\n\ninclude { step_4AN_AMR__abricate } from '../steps/step_4AN_AMR__abricate'\n\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\n\ninclude { getSingleInput } from '../functions/parameters.nf'\n\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\n\n// --- GLOBALS ---\n\ndef abricateDb = 'vfdb'\n\ndef abricateOrganism = 'escherichia_coli'\n\n// --- INLINE PROCESSES ---\n\n// --- SUB WORKFLOWS ---\n\nworkflow wf_abricate_ecoli {\n    \n    take:\n        \n        trimmed\n        \n    \n    main:\n        spades_out = step_2AS_denovo__spades(trimmed)\n        step_4AN_AMR__abricate(spades_out.assembled)\n    \n}\n\n// --- ENTRYPOINT ---\nworkflow {\n    trimmed = step_1PP_trimming__fastp(getSingleInput())\n    wf_abricate_ecoli(trimmed)\n}	nextflow.enable.dsl=2\n\ninclude { getSingleInput; optionalOrDefault; param } from '../functions/parameters.nf'\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\ninclude { step_4AN_AMR__abricate } from '../steps/step_4AN_AMR__abricate'\nworkflow {\n    trimmed   = step_1PP_trimming__fastp(getSingleInput()).trimmed\n    assembled = step_2AS_denovo__spades(trimmed).assembled\n    step_4AN_AMR__abricate(assembled)\n}\n
MOD_K20_add_mlst_to_abricate_eco_spades	2	add	(generated)	MOD_K20_add_mlst_to_abricate_eco_spades_t2	modification	Now also run mlst in parallel on the same assembly.	N	N	no_code	no nextflow_code after max turns	0	8	N		step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4AN_AMR__abricate, step_4TY_MLST__mlst				step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4AN_AMR__abricate, step_4TY_MLST__mlst	0	0	0	4	140.0	The agent encountered an error.		nextflow.enable.dsl=2\n\ninclude { getSingleInput; optionalOrDefault; param } from '../functions/parameters.nf'\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\ninclude { step_4AN_AMR__abricate } from '../steps/step_4AN_AMR__abricate'\ninclude { step_4TY_MLST__mlst } from '../steps/step_4TY_MLST__mlst'\nworkflow {\n    trimmed   = step_1PP_trimming__fastp(getSingleInput()).trimmed\n    assembled = step_2AS_denovo__spades(trimmed).assembled\n    step_4AN_AMR__abricate(assembled)\n    step_4TY_MLST__mlst(assembled)\n}\n
MOD_K21_add_mlst_to_flaA_cam_spades	1	add	(generated)	MOD_K21_add_mlst_to_flaA_cam_spades_t1	modification	flaA on Campylobacter jejuni from paired Illumina FASTQ (fastp + spades).	Y	Y	arity_error	ERROR ~ Workflow `step_4AN_AMR__filtering` declares 3 input channels but 1 were given	7	7	N	step_4AN_AMR__filtering			step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4AN_AMR__filtering, step_4TY_flaA__flaA	step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4TY_flaA__flaA, step_4AN_AMR__filtering	step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4TY_flaA__flaA	833	32	4	2	13.7	Understood! The pipeline for **flaA typing on Campylobacter jejuni** from paired Illumina FASTQ data has been approved. Here is the detailed plan for the Architect Agent:\n\n---\n### **Approved Pipeline Plan**\n\n#### **Objective**:\nPerform flaA typing on *Campylobacter jejuni* from paired Illumina FASTQ	nextflow.enable.dsl=2\n\n// --- IMPORTS ---\n\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\n\ninclude { getSingleInput } from '../functions/parameters.nf'\n\ninclude { step_4AN_AMR__filtering } from '../steps/step_4AN_AMR__filtering'\n\ninclude { step_4TY_flaA__flaA } from '../steps/step_4TY_flaA__flaA'\n\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\n\n// --- GLOBALS ---\n\ndef flaASchemaName = 'flaA'\n\ndef flaAGenusAllowed = ['campylobacter']\n\n// --- INLINE PROCESSES ---\n\n// --- SUB WORKFLOWS ---\n\n// --- ENTRYPOINT ---\nworkflow {\n    rawreads = getSingleInput()\n    trimmed = step_1PP_trimming__fastp(rawreads).trimmed\n    assembled = step_2AS_denovo__spades(trimmed).assembled\n    step_4TY_flaA__flaA(assembled, 'Campylobacter jejuni')\n    step_4AN_AMR__filtering(assembled)\n}	nextflow.enable.dsl=2\n\ninclude { getSingleInput; optionalOrDefault; param } from '../functions/parameters.nf'\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\ninclude { step_4TY_flaA__flaA } from '../steps/step_4TY_flaA__flaA'\nworkflow {\n    trimmed   = step_1PP_trimming__fastp(getSingleInput()).trimmed\n    assembled = step_2AS_denovo__spades(trimmed).assembled\n    step_4TY_flaA__flaA(assembled, param('genus_species'))\n}\n
MOD_K21_add_mlst_to_flaA_cam_spades	2	add	(generated)	MOD_K21_add_mlst_to_flaA_cam_spades_t2	modification	Now also run mlst in parallel on the same assembly.	Y	Y	none		8	8	Y				step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4TY_MLST__mlst, step_4TY_flaA__flaA	step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4TY_flaA__flaA, step_4TY_MLST__mlst	step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4TY_MLST__mlst, step_4TY_flaA__flaA	784	31	4	2	13.2	The updated pipeline for **flaA and MLST typing on *Campylobacter jejuni*** from paired Illumina FASTQ data has been approved. Here is the detailed plan for the Architect Agent:	nextflow.enable.dsl=2\n\n// --- IMPORTS ---\n\ninclude { step_4TY_MLST__mlst } from '../steps/step_4TY_MLST__mlst'\n\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\n\ninclude { getSingleInput } from '../functions/parameters.nf'\n\ninclude { step_4TY_flaA__flaA } from '../steps/step_4TY_flaA__flaA'\n\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\n\n// --- GLOBALS ---\n\ndef genusSpecies = 'Campylobacter jejuni'\n\n// --- INLINE PROCESSES ---\n\n// --- SUB WORKFLOWS ---\n\n// --- ENTRYPOINT ---\nworkflow {\n    rawreads = getSingleInput()\n    trimmed = step_1PP_trimming__fastp(rawreads).trimmed\n    assembled = step_2AS_denovo__spades(trimmed).assembled\n\n    step_4TY_flaA__flaA(assembled, genusSpecies)\n    step_4TY_MLST__mlst(assembled)\n}	nextflow.enable.dsl=2\n\ninclude { getSingleInput; optionalOrDefault; param } from '../functions/parameters.nf'\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\ninclude { step_4TY_flaA__flaA } from '../steps/step_4TY_flaA__flaA'\ninclude { step_4TY_MLST__mlst } from '../steps/step_4TY_MLST__mlst'\nworkflow {\n    trimmed   = step_1PP_trimming__fastp(getSingleInput()).trimmed\n    assembled = step_2AS_denovo__spades(trimmed).assembled\n    step_4TY_flaA__flaA(assembled, param('genus_species'))\n    step_4TY_MLST__mlst(assembled)\n}\n
MOD_K22_add_staramr_to_flaA_cam_spades	1	add	(generated)	MOD_K22_add_staramr_to_flaA_cam_spades_t1	modification	flaA on Campylobacter jejuni from paired Illumina FASTQ (fastp + spades).	Y	Y	none		7	7	Y				step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4TY_flaA__flaA	step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4TY_flaA__flaA	step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4TY_flaA__flaA	685	32	3	2	14.4	Pipeline approved. Proceeding with the construction of the pipeline for flaA typing on *Campylobacter jejuni* from paired Illumina FASTQ data using the following steps:\n\n1. **Preprocessing**: Trimming raw reads with `fastp` (`step_1PP_trimming__fastp`).\n2. **Assembly**: De novo assembly of trimmed r	nextflow.enable.dsl=2\n\n// --- IMPORTS ---\n\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\n\ninclude { step_4TY_flaA__flaA } from '../steps/step_4TY_flaA__flaA'\n\ninclude { getSingleInput } from '../functions/parameters.nf'\n\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\n\n// --- GLOBALS ---\n\ndef flaASchema = 'flaA'\n\ndef flaAGenus = 'Campylobacter jejuni'\n\n// --- INLINE PROCESSES ---\n\n// --- SUB WORKFLOWS ---\n\n// --- ENTRYPOINT ---\nworkflow {\n    reads = getSingleInput()\n\n    trimmed = step_1PP_trimming__fastp(reads)\n\n    assembly = step_2AS_denovo__spades(trimmed)\n\n    step_4TY_flaA__flaA(assembly.assembled, flaAGenus)\n}	nextflow.enable.dsl=2\n\ninclude { getSingleInput; optionalOrDefault; param } from '../functions/parameters.nf'\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\ninclude { step_4TY_flaA__flaA } from '../steps/step_4TY_flaA__flaA'\nworkflow {\n    trimmed   = step_1PP_trimming__fastp(getSingleInput()).trimmed\n    assembled = step_2AS_denovo__spades(trimmed).assembled\n    step_4TY_flaA__flaA(assembled, param('genus_species'))\n}\n
MOD_K22_add_staramr_to_flaA_cam_spades	2	add	(generated)	MOD_K22_add_staramr_to_flaA_cam_spades_t2	modification	Now also run staramr in parallel on the same assembly.	N	N	no_code	http 500: {"detail":"unexpected '{' in field name"}	0	8	N		step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4AN_AMR__staramr, step_4TY_flaA__flaA				step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4AN_AMR__staramr, step_4TY_flaA__flaA	0	0	0	1	2.1			nextflow.enable.dsl=2\n\ninclude { getSingleInput; optionalOrDefault; param } from '../functions/parameters.nf'\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\ninclude { step_4TY_flaA__flaA } from '../steps/step_4TY_flaA__flaA'\ninclude { step_4AN_AMR__staramr } from '../steps/step_4AN_AMR__staramr'\nworkflow {\n    trimmed   = step_1PP_trimming__fastp(getSingleInput()).trimmed\n    assembled = step_2AS_denovo__spades(trimmed).assembled\n    step_4TY_flaA__flaA(assembled, param('genus_species'))\n    step_4AN_AMR__staramr(assembled, param('genus_species'))\n}\n
MOD_K23_add_abricate_to_flaA_cam_spades	1	add	(generated)	MOD_K23_add_abricate_to_flaA_cam_spades_t1	modification	flaA on Campylobacter jejuni from paired Illumina FASTQ (fastp + spades).	Y	Y	none		7	7	Y				step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4TY_flaA__flaA	step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4TY_flaA__flaA	step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4TY_flaA__flaA	816	33	3	2	17.8	Understood! The pipeline for **flaA typing on *Campylobacter jejuni*** from paired Illumina FASTQ data has been approved. Here is the detailed plan for the Architect Agent:	nextflow.enable.dsl=2\n\n// --- IMPORTS ---\n\ninclude { getSingleInput } from '../functions/parameters.nf'\n\ninclude { step_4TY_flaA__flaA } from '../steps/step_4TY_flaA__flaA'\n\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\n\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\n\n// --- GLOBALS ---\n\ndef flaASchemaName = 'flaA'\n\ndef flaAGenusAllowed = ['campylobacter']\n\n// --- INLINE PROCESSES ---\n\n// --- SUB WORKFLOWS ---\n\n// --- ENTRYPOINT ---\nworkflow {\n    // Step 1: Trimming with fastp\n    trimmed = step_1PP_trimming__fastp(getSingleInput()).trimmed\n\n    // Step 2: Assembly with SPAdes\n    assembly = step_2AS_denovo__spades(trimmed).assembled\n\n    // Step 3: flaA typing with genus specification\n    step_4TY_flaA__flaA(assembly, 'campylobacter jejuni')\n}	nextflow.enable.dsl=2\n\ninclude { getSingleInput; optionalOrDefault; param } from '../functions/parameters.nf'\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\ninclude { step_4TY_flaA__flaA } from '../steps/step_4TY_flaA__flaA'\nworkflow {\n    trimmed   = step_1PP_trimming__fastp(getSingleInput()).trimmed\n    assembled = step_2AS_denovo__spades(trimmed).assembled\n    step_4TY_flaA__flaA(assembled, param('genus_species'))\n}\n
MOD_K23_add_abricate_to_flaA_cam_spades	2	add	(generated)	MOD_K23_add_abricate_to_flaA_cam_spades_t2	modification	Now also run abricate in parallel on the same assembly.	Y	Y	none		8	8	Y				step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4AN_AMR__abricate, step_4TY_flaA__flaA	step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4TY_flaA__flaA, step_4AN_AMR__abricate	step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4AN_AMR__abricate, step_4TY_flaA__flaA	913	34	4	2	20.2	The updated pipeline for **flaA typing and AMR gene detection on *Campylobacter jejuni*** from paired Illumina FASTQ data has been approved. The pipeline will now include:\n\n1. **Preprocessing**: Trimming with `fastp` (for Illumina paired-end reads).\n2. **Assembly**: De novo assembly with `SPAdes` (f	nextflow.enable.dsl=2\n\n// --- IMPORTS ---\n\ninclude { step_4AN_AMR__abricate } from '../steps/step_4AN_AMR__abricate'\n\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\n\ninclude { getSingleInput } from '../functions/parameters.nf'\n\ninclude { step_4TY_flaA__flaA } from '../steps/step_4TY_flaA__flaA'\n\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\n\n// --- GLOBALS ---\n\ndef flaA_genus_species = 'campylobacter jejuni'\n\n// --- INLINE PROCESSES ---\n\n// --- SUB WORKFLOWS ---\n\n// --- ENTRYPOINT ---\nworkflow {\n    // Step 1: Preprocessing (Trimming)\n    trimmed = step_1PP_trimming__fastp(getSingleInput()).trimmed\n\n    // Step 2: Assembly\n    assembly = step_2AS_denovo__spades(trimmed).assembled\n\n    // Step 3: Typing (flaA) and AMR Detection (Abricate) in parallel\n    step_4TY_flaA__flaA(assembly, flaA_genus_species)\n    step_4AN_AMR__abricate(assembly)\n}	nextflow.enable.dsl=2\n\ninclude { getSingleInput; optionalOrDefault; param } from '../functions/parameters.nf'\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\ninclude { step_4TY_flaA__flaA } from '../steps/step_4TY_flaA__flaA'\ninclude { step_4AN_AMR__abricate } from '../steps/step_4AN_AMR__abricate'\nworkflow {\n    trimmed   = step_1PP_trimming__fastp(getSingleInput()).trimmed\n    assembled = step_2AS_denovo__spades(trimmed).assembled\n    step_4TY_flaA__flaA(assembled, param('genus_species'))\n    step_4AN_AMR__abricate(assembled)\n}\n
MOD_K24_add_prokka_to_flaA_cam_spades	1	add	(generated)	MOD_K24_add_prokka_to_flaA_cam_spades_t1	modification	flaA on Campylobacter jejuni from paired Illumina FASTQ (fastp + spades).	Y	Y	none		7	7	Y				step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4TY_flaA__flaA	step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4TY_flaA__flaA	step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4TY_flaA__flaA	645	26	3	2	15.8	Pipeline approved. The Nextflow DSL2 pipeline will include the following steps:\n\n1. **Preprocessing**: Trim paired Illumina FASTQ reads using `fastp`.\n2. **Assembly**: Assemble the trimmed reads using `SPAdes` for de novo assembly.\n3. **Typing**: Run `flaA` typing on the assembled genome for *Campyl	nextflow.enable.dsl=2\n\n// --- IMPORTS ---\n\ninclude { getSingleInput } from '../functions/parameters.nf'\n\ninclude { step_4TY_flaA__flaA } from '../steps/step_4TY_flaA__flaA'\n\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\n\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\n\n// --- GLOBALS ---\n\ndef flaASpecies = 'Campylobacter jejuni'\n\n// --- INLINE PROCESSES ---\n\n// --- SUB WORKFLOWS ---\n\n// --- ENTRYPOINT ---\nworkflow {\n    trimmed = step_1PP_trimming__fastp(getSingleInput())\n    assembled = step_2AS_denovo__spades(trimmed)\n    step_4TY_flaA__flaA(assembled.assembled, flaASpecies)\n}	nextflow.enable.dsl=2\n\ninclude { getSingleInput; optionalOrDefault; param } from '../functions/parameters.nf'\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\ninclude { step_4TY_flaA__flaA } from '../steps/step_4TY_flaA__flaA'\nworkflow {\n    trimmed   = step_1PP_trimming__fastp(getSingleInput()).trimmed\n    assembled = step_2AS_denovo__spades(trimmed).assembled\n    step_4TY_flaA__flaA(assembled, param('genus_species'))\n}\n
MOD_K24_add_prokka_to_flaA_cam_spades	2	add	(generated)	MOD_K24_add_prokka_to_flaA_cam_spades_t2	modification	Now also run prokka in parallel on the same assembly.	Y	Y	none		8	8	Y				step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4AN_genes__prokka, step_4TY_flaA__flaA	step_2AS_denovo__spades, step_4TY_flaA__flaA, step_4AN_genes__prokka, step_1PP_trimming__fastp	step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4AN_genes__prokka, step_4TY_flaA__flaA	1146	49	4	2	19.0	The pipeline has been updated to include **Prokka** for genome annotation in parallel with the `flaA` typing step. Here’s the finalized plan:\n\n1. **Preprocessing**: Trim paired Illumina FASTQ reads using `fastp`.\n2. **Assembly**: Assemble the trimmed reads using `SPAdes` for de novo assembly.\n3. **P	nextflow.enable.dsl=2\n\n// --- IMPORTS ---\n\ninclude { getSingleInput } from '../functions/parameters.nf'\n\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\n\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\n\ninclude { step_4AN_genes__prokka } from '../steps/step_4AN_genes__prokka'\n\ninclude { getEmpty } from '../functions/common.nf'\n\ninclude { step_4TY_flaA__flaA } from '../steps/step_4TY_flaA__flaA'\n\n// --- GLOBALS ---\n\ndef genusSpecies = 'Campylobacter jejuni'\n\n// --- INLINE PROCESSES ---\n\n// --- SUB WORKFLOWS ---\n\nworkflow wf_flaA_typing_and_prokka {\n    \n    take:\n        \n        trimmed\n        \n    \n    main:\n        trimmed.multiMap {\n            trimmed: it\n        }\n        .set { trimmedMap }\n\n        spades_out = step_2AS_denovo__spades(trimmedMap.trimmed)\n        step_4TY_flaA__flaA(spades_out.assembled, genusSpecies)\n        step_4AN_genes__prokka(spades_out.assembled.map { [ it[0], it[1], 'Bacteria', '-', '-', getEmpty() ] })\n    \n}\n\n// --- ENTRYPOINT ---\nworkflow {\n    trimmed = step_1PP_trimming__fastp(getSingleInput())\n\n    wf_flaA_typing_and_prokka(trimmed)\n}	nextflow.enable.dsl=2\n\ninclude { getSingleInput; optionalOrDefault; param } from '../functions/parameters.nf'\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\ninclude { step_4TY_flaA__flaA } from '../steps/step_4TY_flaA__flaA'\ninclude { step_4AN_genes__prokka } from '../steps/step_4AN_genes__prokka'\nworkflow {\n    trimmed   = step_1PP_trimming__fastp(getSingleInput()).trimmed\n    assembled = step_2AS_denovo__spades(trimmed).assembled\n    step_4TY_flaA__flaA(assembled, param('genus_species'))\n    step_4AN_genes__prokka(assembled)\n}\n
